# number of LED, resolution of motor encoder 
32, 380 
96 90 71 
45 71 58 
30 66 49 
37 70 55 
40 78 60 
37 74 58 
35 79 62 
40 85 68 
34 84 66 
38 87 67 
44 93 73 
35 86 66 
41 94 74 
36 98 76 
38 103 81 
42 108 83 
45 113 88 
49 126 99 
49 133 105 
49 130 103 
52 133 106 
54 138 110 
47 128 101 
46 130 102 
236 160 137 
224 162 144 
234 180 157 
233 166 143 
233 166 145 
233 166 143 
234 167 144 
207 170 148 
58 68 51 
34 67 53 
35 68 53 
39 76 60 
38 78 60 
41 80 64 
36 81 64 
38 86 68 
44 95 75 
36 85 65 
30 81 61 
38 94 73 
37 94 73 
41 112 86 
42 116 90 
42 110 85 
48 125 98 
48 129 102 
51 135 107 
53 137 109 
54 139 111 
43 128 100 
50 134 106 
51 136 108 
236 160 137 
224 162 144 
234 180 157 
233 166 143 
234 165 145 
233 166 143 
235 168 145 
166 145 123 
49 68 51 
35 68 54 
32 68 52 
39 78 62 
44 84 66 
40 85 66 
41 87 68 
37 88 68 
31 82 62 
44 93 73 
43 96 76 
40 99 78 
43 114 88 
48 125 98 
30 104 78 
52 126 100 
44 128 100 
64 149 121 
53 137 109 
49 133 105 
49 136 108 
40 127 99 
47 137 108 
56 141 113 
236 160 137 
224 162 144 
245 193 170 
232 167 146 
234 165 145 
233 166 143 
224 164 140 
93 90 69 
42 67 53 
38 68 55 
35 71 55 
41 83 65 
41 81 63 
42 88 69 
36 85 65 
45 96 76 
39 88 68 
35 86 66 
45 104 83 
41 109 86 
47 121 97 
41 115 89 
46 123 96 
51 132 105 
55 142 114 
39 124 96 
57 144 116 
54 144 115 
57 144 116 
49 136 108 
52 139 111 
49 132 107 
236 160 137 
224 162 144 
245 193 170 
232 167 146 
234 165 145 
234 166 143 
225 175 152 
59 75 52 
42 67 53 
33 69 53 
34 73 57 
40 85 66 
36 76 58 
38 84 65 
40 89 69 
34 85 65 
38 89 69 
40 97 76 
37 105 82 
47 117 94 
44 123 96 
44 121 94 
50 134 106 
52 137 109 
54 144 115 
50 135 107 
52 142 113 
53 145 116 
52 142 113 
55 142 114 
43 127 99 
44 135 110 
236 161 139 
228 170 151 
251 201 179 
232 167 146 
236 166 143 
235 167 144 
209 172 150 
44 71 51 
42 67 53 
33 70 54 
34 76 59 
42 87 68 
34 79 60 
44 90 71 
35 86 66 
39 90 70 
36 89 69 
41 103 81 
41 111 88 
43 115 92 
43 124 97 
48 133 105 
51 136 108 
52 139 111 
52 139 111 
49 139 110 
57 149 120 
56 141 113 
43 133 104 
56 140 112 
41 128 102 
56 146 123 
235 160 138 
230 174 155 
245 196 174 
231 165 146 
236 166 143 
236 169 144 
153 132 111 
35 68 47 
41 67 53 
34 73 57 
35 79 62 
37 83 64 
44 89 70 
38 87 67 
43 94 74 
45 98 78 
48 107 86 
38 106 83 
42 112 89 
50 127 100 
45 126 99 
51 136 108 
56 140 112 
51 138 110 
57 144 116 
60 150 121 
66 156 127 
49 134 106 
50 135 107 
47 134 108 
56 147 121 
55 145 122 
235 160 138 
230 174 155 
245 196 174 
230 164 145 
236 166 143 
236 169 144 
91 87 69 
37 69 50 
37 68 53 
37 81 64 
39 85 66 
37 83 64 
40 85 66 
37 86 66 
39 90 70 
41 97 76 
39 103 81 
41 113 90 
41 115 91 
49 130 103 
53 134 107 
42 126 98 
55 142 114 
58 148 119 
46 136 107 
61 154 125 
51 138 110 
53 140 112 
51 135 107 
51 140 114 
57 145 121 
49 134 112 
235 160 138 
230 174 155 
238 189 167 
230 164 145 
234 167 142 
229 167 143 
60 70 54 
44 71 55 
31 68 52 
40 84 67 
42 91 71 
39 84 65 
43 88 69 
40 91 71 
39 95 74 
42 104 82 
38 106 83 
41 114 88 
41 120 93 
38 119 92 
53 137 109 
47 131 103 
57 149 120 
61 151 121 
49 142 115 
56 148 119 
57 142 114 
51 136 108 
52 136 111 
50 138 114 
58 144 120 
46 129 107 
235 160 138 
246 194 177 
237 190 169 
230 164 145 
234 167 142 
218 171 149 
57 69 51 
48 75 59 
36 76 58 
39 84 67 
41 90 70 
43 89 70 
41 87 68 
37 88 68 
45 104 83 
38 103 81 
48 118 95 
41 114 88 
45 124 97 
51 130 103 
39 120 93 
56 146 117 
62 155 126 
52 145 118 
60 155 128 
42 134 105 
50 134 106 
42 125 100 
45 132 106 
50 138 114 
47 130 108 
47 128 109 
235 160 138 
246 194 177 
223 180 159 
230 164 145 
233 167 142 
203 168 148 
46 67 52 
46 75 59 
40 80 62 
39 85 66 
36 85 65 
37 83 64 
35 84 64 
38 94 73 
41 103 81 
37 107 84 
48 120 97 
39 113 87 
36 115 88 
50 129 102 
49 133 105 
56 149 120 
55 148 117 
58 153 126 
53 146 119 
46 130 102 
50 131 104 
42 123 98 
51 138 112 
52 136 112 
52 135 113 
46 117 100 
235 160 138 
245 193 177 
223 180 159 
235 168 147 
230 166 142 
201 168 148 
41 70 54 
35 69 52 
43 85 67 
42 91 71 
36 85 65 
38 84 65 
38 91 71 
46 103 82 
42 106 84 
55 127 104 
47 118 92 
47 124 97 
48 125 98 
53 134 107 
61 151 122 
53 143 114 
56 152 122 
64 161 134 
43 135 106 
48 125 98 
47 125 101 
52 133 108 
58 142 118 
51 133 111 
50 127 106 
43 106 90 
235 160 138 
245 193 177 
223 180 159 
235 168 147 
230 166 142 
137 115 97 
37 68 53 
30 67 51 
44 86 68 
42 91 71 
42 91 71 
36 85 65 
44 101 80 
44 103 82 
35 103 80 
48 122 98 
37 110 84 
54 131 104 
46 123 96 
44 128 100 
62 154 125 
53 146 117 
57 157 129 
61 158 131 
51 132 105 
46 125 98 
45 121 97 
53 140 114 
47 126 105 
44 127 105 
37 105 88 
37 93 80 
229 158 138 
244 195 179 
222 178 161 
232 165 142 
227 167 145 
75 75 57 
37 70 55 
33 70 54 
42 87 68 
39 88 68 
43 92 72 
39 90 70 
46 103 82 
46 105 84 
43 113 90 
45 119 95 
50 126 102 
38 112 86 
55 136 109 
61 151 122 
63 159 129 
63 161 131 
61 161 133 
47 140 111 
40 117 90 
49 127 103 
37 118 93 
43 125 102 
48 130 111 
53 127 109 
48 110 94 
40 91 77 
229 158 138 
244 195 179 
222 178 161 
232 165 144 
225 168 143 
63 76 60 
38 72 55 
37 79 61 
42 88 69 
39 88 68 
39 88 68 
36 89 69 
42 101 80 
40 102 80 
46 118 95 
46 121 99 
63 144 117 
65 139 113 
50 134 106 
51 143 114 
62 155 126 
53 155 127 
55 155 127 
46 131 103 
49 128 101 
40 116 92 
42 123 98 
54 138 114 
44 120 102 
42 110 93 
50 109 95 
30 76 63 
229 158 138 
244 195 179 
222 178 161 
233 165 142 
228 171 149 
58 76 59 
38 72 55 
38 80 62 
44 90 71 
44 93 73 
32 83 63 
37 93 72 
43 105 81 
45 110 88 
56 130 106 
46 124 100 
45 127 98 
41 125 97 
53 140 112 
62 158 128 
59 157 127 
66 169 141 
67 162 135 
42 123 96 
50 131 106 
49 129 106 
49 129 106 
48 130 107 
42 118 100 
43 105 89 
50 101 87 
40 86 73 
226 157 137 
236 190 173 
228 179 163 
236 169 144 
219 174 153 
46 72 56 
38 72 55 
38 83 64 
43 92 72 
33 82 62 
35 86 66 
50 107 86 
46 108 84 
50 118 95 
40 116 92 
45 126 101 
54 138 109 
36 123 95 
58 150 121 
50 148 118 
59 157 127 
60 160 132 
32 117 89 
48 125 98 
34 115 90 
39 119 96 
54 134 111 
37 114 93 
44 115 98 
47 102 87 
36 82 69 
24 69 53 
226 157 137 
232 189 174 
228 179 163 
236 164 140 
219 174 153 
46 72 58 
36 72 55 
39 84 65 
39 88 68 
33 84 64 
45 98 78 
44 106 84 
42 104 80 
53 123 100 
40 119 92 
53 136 111 
50 136 106 
55 147 118 
60 158 128 
64 162 132 
43 143 115 
47 144 117 
43 124 97 
50 128 104 
51 129 105 
39 119 96 
48 128 105 
50 121 101 
45 108 92 
30 81 67 
35 84 70 
26 65 50 
226 157 137 
232 189 174 
228 179 163 
236 164 140 
172 148 128 
46 75 60 
34 74 56 
40 86 67 
40 89 69 
41 94 74 
39 96 75 
40 104 82 
42 107 82 
51 123 100 
38 119 92 
59 144 116 
51 137 107 
55 148 119 
69 169 139 
69 167 137 
59 159 131 
50 142 113 
59 133 107 
46 133 107 
54 132 108 
46 126 103 
44 119 98 
44 115 98 
49 104 89 
47 94 78 
34 77 62 
26 65 50 
226 157 137 
232 189 174 
240 189 173 
242 166 143 
172 148 128 
43 74 59 
35 77 60 
47 93 74 
44 95 75 
40 93 73 
40 99 78 
44 110 85 
50 115 90 
42 116 92 
47 131 103 
54 141 113 
40 130 101 
63 159 129 
67 167 137 
52 152 122 
66 168 140 
47 131 106 
53 134 109 
37 116 89 
48 126 102 
47 127 104 
48 119 99 
41 109 92 
26 75 59 
40 87 71 
23 62 47 
22 65 50 
226 157 137 
232 189 174 
240 189 173 
242 166 143 
88 82 63 
45 74 58 
37 81 64 
48 94 75 
45 96 76 
33 89 68 
41 103 81 
47 113 88 
53 121 96 
47 124 97 
56 140 112 
48 135 107 
50 140 111 
61 159 129 
63 161 131 
60 160 130 
66 166 138 
47 128 103 
43 126 101 
40 118 94 
49 124 103 
34 106 86 
42 114 94 
45 100 85 
29 78 62 
33 76 61 
36 75 60 
33 78 62 
226 157 137 
231 189 176 
240 189 173 
241 167 143 
88 82 63 
45 74 58 
40 82 65 
48 97 77 
39 90 70 
38 94 73 
40 102 80 
43 109 84 
52 120 95 
53 132 105 
58 143 115 
60 147 119 
60 152 123 
46 146 116 
62 162 134 
52 152 124 
64 157 130 
41 120 93 
48 129 102 
50 125 103 
46 118 98 
46 117 97 
50 118 101 
29 68 53 
37 85 67 
34 70 56 
38 81 66 
29 72 57 
227 161 142 
235 197 185 
240 188 172 
241 167 143 
64 73 53 
40 74 57 
40 85 66 
42 93 73 
35 86 66 
49 106 85 
44 106 84 
38 103 78 
51 122 96 
48 129 102 
52 139 111 
43 133 104 
54 150 120 
61 164 133 
52 149 122 
56 158 130 
52 139 113 
34 118 90 
42 126 98 
45 118 96 
52 123 103 
50 120 103 
47 110 94 
26 65 50 
33 77 60 
35 76 61 
37 80 65 
29 70 55 
227 161 142 
235 197 185 
240 188 172 
239 166 144 
71 77 60 
39 76 56 
38 83 64 
33 86 66 
36 87 67 
52 109 88 
47 109 87 
42 108 83 
42 116 90 
45 126 99 
41 128 100 
43 133 104 
60 153 124 
54 158 125 
52 149 122 
62 161 135 
47 130 105 
50 131 104 
40 117 90 
48 121 99 
39 111 91 
40 108 91 
32 78 65 
43 87 74 
38 79 64 
30 71 56 
35 80 64 
28 75 59 
227 161 142 
235 197 185 
240 188 172 
227 162 141 
55 74 57 
39 76 56 
38 83 64 
35 88 68 
43 96 76 
46 105 84 
45 109 87 
46 114 89 
46 120 94 
35 116 89 
45 132 104 
52 144 115 
58 151 122 
53 157 124 
71 166 139 
55 150 123 
45 126 99 
50 129 102 
42 115 89 
46 121 99 
40 111 91 
49 112 96 
38 78 66 
32 81 65 
33 74 59 
27 68 53 
32 81 65 
26 73 57 
231 170 150 
235 203 190 
229 175 158 
226 163 142 
55 74 57 
38 79 58 
38 84 65 
35 88 68 
44 101 80 
48 107 86 
53 118 93 
56 124 99 
44 121 94 
57 141 113 
56 146 117 
63 159 129 
58 154 124 
58 158 130 
35 132 105 
59 152 125 
46 127 100 
38 115 87 
42 114 91 
47 127 104 
46 111 95 
47 112 96 
22 61 46 
35 82 66 
32 73 58 
32 73 58 
30 77 61 
29 70 55 
231 170 150 
235 203 190 
229 175 158 
226 163 142 
46 75 59 
39 80 59 
41 87 68 
38 91 71 
37 96 75 
49 106 85 
53 118 93 
54 127 101 
65 146 119 
54 138 110 
48 138 109 
51 147 117 
62 160 130 
60 157 130 
45 142 115 
56 145 119 
45 129 101 
42 116 88 
38 112 88 
41 115 97 
50 113 97 
45 102 87 
41 82 67 
30 73 58 
32 71 56 
37 78 63 
34 73 58 
25 60 46 
231 170 150 
234 207 193 
229 175 158 
223 172 152 
44 73 57 
39 82 61 
41 87 68 
41 94 74 
40 102 80 
50 107 86 
41 107 82 
50 124 98 
51 135 107 
46 133 105 
39 131 102 
44 140 110 
61 161 131 
45 140 113 
64 161 134 
35 118 93 
43 124 97 
36 107 81 
44 122 99 
48 118 101 
56 118 102 
31 82 68 
36 81 65 
28 69 54 
31 74 59 
27 68 53 
30 69 54 
30 69 54 
231 170 150 
234 207 193 
228 174 157 
223 172 152 
41 81 63 
40 83 62 
41 90 70 
39 92 72 
42 104 82 
43 102 81 
30 96 71 
48 127 100 
44 123 96 
51 141 112 
43 135 106 
47 143 113 
56 156 126 
52 145 116 
57 150 121 
43 124 99 
46 123 96 
47 118 92 
47 124 103 
43 111 94 
46 109 93 
34 74 62 
32 77 61 
33 76 61 
34 81 65 
26 67 52 
25 66 51 
29 72 57 
231 170 150 
233 209 197 
223 167 148 
210 173 153 
41 81 63 
39 85 63 
42 91 71 
40 93 73 
62 127 105 
33 95 73 
38 108 85 
49 130 103 
40 119 92 
59 151 122 
54 146 117 
68 164 134 
53 153 123 
56 149 120 
59 151 122 
49 126 99 
37 114 86 
34 106 83 
51 125 107 
45 108 92 
31 88 73 
44 84 72 
38 83 67 
25 68 53 
34 83 67 
22 67 51 
26 62 48 
23 68 52 
231 170 150 
233 209 197 
220 167 147 
210 173 153 
40 78 60 
40 82 64 
41 90 70 
39 92 72 
53 118 96 
39 103 81 
53 123 100 
52 136 108 
47 124 97 
54 150 120 
56 149 120 
64 162 132 
57 157 127 
46 139 110 
52 144 115 
54 128 104 
33 107 79 
32 106 82 
44 115 95 
50 113 97 
34 80 67 
34 78 65 
34 79 63 
27 72 56 
30 77 61 
34 83 67 
17 58 43 
28 71 56 
231 170 150 
233 209 197 
220 167 147 
205 170 150 
38 78 60 
40 82 64 
39 90 70 
39 95 74 
55 120 98 
52 120 97 
56 128 105 
54 139 111 
47 128 101 
51 147 117 
48 141 112 
57 155 125 
59 159 129 
49 142 113 
55 145 116 
50 127 100 
45 113 88 
44 122 99 
43 112 92 
48 111 95 
29 73 60 
36 80 67 
27 72 56 
29 76 60 
33 76 61 
28 73 57 
16 57 42 
30 75 59 
237 181 162 
241 216 206 
226 169 147 
138 118 101 
36 72 55 
37 82 63 
39 90 70 
42 99 78 
52 117 95 
50 115 93 
63 139 115 
63 148 120 
51 135 107 
61 154 125 
67 163 133 
50 148 118 
54 152 122 
65 158 129 
49 139 109 
35 114 87 
34 102 79 
44 119 97 
47 112 96 
59 122 106 
34 77 64 
35 79 66 
35 78 63 
26 73 57 
27 70 55 
29 70 55 
30 71 56 
26 71 55 
245 194 174 
244 219 209 
223 169 146 
123 106 87 
34 70 53 
36 82 60 
39 90 70 
44 101 80 
50 114 92 
50 118 95 
57 133 109 
62 147 119 
56 143 115 
52 145 116 
53 149 119 
63 163 133 
55 151 121 
63 156 127 
45 131 101 
28 107 80 
29 97 74 
40 115 94 
38 108 91 
34 93 78 
39 83 70 
40 85 69 
24 67 52 
34 77 62 
35 82 66 
24 65 50 
29 74 58 
23 66 51 
245 194 174 
244 219 209 
223 169 146 
123 106 87 
33 69 52 
39 85 66 
39 92 72 
47 106 85 
47 109 87 
61 126 104 
60 138 114 
62 146 118 
53 143 114 
55 148 119 
45 141 111 
58 158 128 
40 136 106 
55 148 119 
44 125 98 
42 116 90 
36 103 82 
37 110 88 
41 111 94 
33 86 72 
32 79 63 
31 78 62 
25 72 56 
34 79 63 
35 78 63 
23 66 51 
35 82 66 
29 74 58 
245 194 174 
244 219 209 
223 169 146 
66 69 54 
38 72 55 
41 87 68 
41 94 74 
43 105 83 
45 107 85 
53 118 96 
58 139 114 
54 135 108 
56 149 120 
57 150 121 
60 156 126 
54 154 124 
54 147 118 
49 141 112 
44 123 96 
38 109 83 
41 113 91 
43 115 93 
40 104 85 
22 71 57 
30 77 61 
25 72 56 
24 78 61 
33 78 62 
34 77 62 
27 68 53 
32 79 63 
28 73 57 
245 194 174 
244 219 209 
223 169 146 
66 69 54 
38 72 55 
41 87 68 
39 92 72 
46 108 86 
42 104 82 
54 122 99 
43 128 100 
55 136 109 
52 148 118 
52 145 116 
39 135 105 
64 162 132 
63 155 126 
40 130 101 
42 119 92 
47 120 94 
41 116 94 
45 114 94 
52 115 99 
0 44 31 
35 80 64 
31 76 60 
26 78 61 
29 74 58 
37 80 65 
17 60 45 
26 73 57 
29 76 60 
245 194 174 
246 221 211 
228 171 146 
63 70 55 
40 76 59 
38 87 67 
39 92 72 
48 113 91 
41 105 83 
45 117 94 
45 130 102 
34 115 88 
48 146 116 
69 162 133 
65 161 131 
61 159 129 
66 156 127 
44 131 103 
45 119 93 
38 111 85 
46 117 97 
47 113 94 
42 104 88 
39 82 69 
37 84 68 
10 55 39 
27 76 60 
33 80 64 
18 59 44 
29 74 58 
24 73 57 
30 77 61 
245 194 174 
246 221 211 
230 170 146 
62 72 56 
40 76 59 
37 86 66 
39 95 74 
47 112 90 
48 113 91 
47 119 96 
57 144 116 
45 126 99 
60 156 126 
73 166 137 
57 153 123 
60 156 126 
47 137 108 
43 130 102 
38 112 86 
36 109 83 
47 119 97 
33 99 80 
28 87 72 
38 85 69 
37 84 68 
25 72 56 
34 83 67 
33 80 64 
22 65 50 
28 75 59 
26 73 57 
21 64 49 
245 194 174 
252 226 219 
230 170 146 
47 73 57 
43 79 62 
38 87 67 
42 98 77 
57 122 100 
45 110 88 
58 136 112 
58 148 119 
48 132 104 
61 154 125 
48 141 112 
45 141 111 
60 153 124 
47 134 106 
44 129 101 
41 115 89 
36 109 83 
41 113 91 
36 100 81 
27 82 67 
31 80 64 
37 82 66 
30 77 61 
32 81 65 
36 83 67 
12 55 40 
32 77 61 
23 70 54 
31 70 55 
249 202 181 
252 229 221 
233 169 145 
47 74 58 
44 84 66 
37 86 66 
46 102 81 
57 122 100 
66 136 113 
55 138 113 
61 150 124 
48 133 105 
54 147 118 
52 145 116 
55 148 119 
55 147 118 
54 141 113 
50 134 106 
58 132 104 
40 110 87 
47 119 97 
46 110 91 
41 94 80 
35 78 63 
33 76 61 
32 77 61 
28 75 59 
28 77 61 
30 71 56 
31 78 62 
32 77 61 
29 74 58 
249 202 181 
252 229 221 
239 173 148 
47 74 58 
44 84 66 
38 87 67 
46 102 81 
51 119 96 
52 126 102 
57 138 113 
63 154 128 
46 136 107 
57 150 121 
54 147 118 
58 151 122 
51 143 114 
52 139 111 
44 125 98 
46 120 92 
42 111 90 
48 117 96 
45 111 92 
26 72 59 
40 84 71 
30 77 61 
24 71 55 
31 78 62 
27 74 58 
29 68 53 
31 78 62 
28 73 57 
28 73 57 
249 202 181 
252 229 221 
238 171 146 
46 75 59 
42 84 66 
37 86 66 
43 100 79 
50 118 95 
56 130 106 
61 145 120 
66 155 129 
52 142 113 
53 146 117 
65 158 129 
56 148 119 
58 148 119 
53 138 110 
42 121 94 
37 110 84 
45 112 91 
45 114 94 
56 119 103 
27 73 60 
34 79 63 
36 81 65 
23 70 54 
34 81 65 
22 65 50 
19 62 47 
29 76 60 
21 66 50 
30 73 58 
249 202 181 
252 229 221 
238 171 146 
41 79 61 
40 85 66 
37 86 66 
45 102 81 
48 116 93 
46 122 98 
58 142 117 
61 150 124 
63 155 126 
64 157 128 
61 154 125 
63 156 127 
43 133 104 
64 148 120 
54 133 106 
38 109 83 
49 114 93 
42 108 89 
51 114 98 
39 85 72 
35 80 64 
30 75 59 
30 77 61 
41 88 72 
22 65 50 
26 71 55 
27 74 58 
22 67 51 
14 59 43 
249 202 181 
254 231 223 
238 171 146 
42 80 62 
41 87 68 
38 87 67 
47 104 83 
51 116 94 
47 123 99 
44 131 105 
53 136 111 
72 165 136 
37 129 100 
62 155 126 
59 155 125 
40 130 101 
56 140 112 
56 133 106 
34 105 79 
53 118 97 
42 108 89 
42 99 84 
32 78 65 
41 86 70 
32 77 61 
29 76 60 
34 81 65 
23 66 51 
27 74 58 
28 75 59 
29 74 58 
26 73 57 
249 202 181 
254 231 223 
236 169 144 
42 80 62 
41 87 68 
39 88 68 
48 105 84 
42 110 87 
53 129 105 
52 139 113 
53 137 112 
72 165 136 
36 129 100 
63 156 127 
51 149 119 
45 135 106 
51 136 108 
54 131 104 
31 99 76 
40 107 86 
43 109 90 
30 83 69 
33 84 70 
38 83 67 
33 78 62 
29 76 60 
32 79 63 
25 70 54 
29 74 58 
23 70 54 
19 66 50 
22 69 53 
249 202 181 
254 231 223 
236 169 144 
42 80 62 
39 88 68 
39 88 68 
48 105 84 
43 111 88 
53 129 105 
65 152 126 
35 118 93 
59 152 123 
53 146 117 
56 149 120 
55 155 125 
42 132 103 
48 135 107 
52 127 99 
45 110 88 
39 106 85 
38 102 83 
20 66 53 
35 86 72 
40 85 69 
31 76 60 
29 76 60 
32 79 63 
20 65 49 
31 80 64 
27 76 60 
28 75 59 
23 72 56 
249 212 192 
251 226 216 
232 171 145 
39 77 59 
38 89 69 
42 91 71 
45 102 81 
48 116 93 
53 131 107 
46 133 107 
38 122 97 
56 149 120 
61 154 125 
49 142 113 
61 164 133 
54 141 113 
57 142 114 
38 113 85 
29 94 72 
35 99 80 
44 106 88 
19 65 52 
32 78 65 
35 82 66 
31 78 62 
38 85 69 
31 78 62 
25 68 53 
33 82 66 
22 71 55 
21 70 54 
27 79 62 
249 212 192 
251 226 216 
232 171 145 
39 77 59 
39 90 70 
43 92 72 
45 104 83 
53 121 98 
56 134 110 
48 135 109 
47 131 106 
47 140 111 
59 152 123 
50 142 113 
65 168 137 
56 143 115 
54 138 110 
42 117 89 
26 91 69 
29 91 73 
43 105 89 
30 76 63 
20 66 53 
31 78 62 
33 82 66 
35 80 64 
27 74 58 
18 65 49 
29 78 62 
28 77 61 
23 72 56 
24 73 57 
249 212 192 
251 226 216 
233 172 146 
40 76 59 
39 90 70 
44 93 73 
46 105 84 
49 119 96 
56 134 110 
49 136 110 
48 132 107 
53 145 116 
62 155 126 
52 144 115 
54 157 126 
55 140 112 
47 128 101 
51 125 97 
26 91 69 
31 93 75 
52 114 98 
34 83 67 
40 92 75 
34 81 65 
29 78 62 
35 82 66 
32 77 61 
22 65 50 
22 71 55 
28 77 61 
26 75 59 
30 75 59 
249 212 192 
251 224 214 
233 172 146 
40 76 59 
41 90 70 
45 94 74 
46 105 84 
60 132 109 
56 134 110 
52 139 111 
41 126 98 
42 134 105 
63 156 127 
44 136 107 
62 162 132 
57 144 116 
43 122 95 
30 101 75 
40 107 86 
35 97 79 
44 106 90 
41 90 74 
33 87 70 
34 77 62 
34 83 67 
33 82 66 
28 73 57 
24 69 53 
15 62 46 
21 68 52 
21 70 54 
27 81 64 
249 212 192 
251 224 214 
230 171 145 
40 76 59 
44 90 71 
42 93 73 
50 112 90 
58 130 107 
56 134 110 
46 133 105 
47 132 104 
48 141 112 
74 167 138 
62 152 123 
60 158 128 
45 132 104 
42 123 96 
23 91 68 
44 111 90 
38 97 82 
48 107 92 
25 74 58 
41 95 78 
33 78 62 
32 73 58 
31 80 64 
30 75 59 
27 74 58 
27 74 58 
29 76 60 
26 75 59 
28 77 61 
249 212 192 
251 224 214 
230 171 145 
40 76 59 
43 89 70 
42 93 73 
47 109 87 
54 126 103 
52 130 106 
40 127 99 
50 137 109 
49 142 113 
80 173 144 
60 152 123 
68 164 134 
56 146 117 
48 129 102 
32 100 77 
44 109 88 
39 101 83 
42 102 84 
42 91 75 
26 75 59 
33 80 64 
31 76 60 
33 85 68 
21 68 52 
28 75 59 
23 70 54 
24 71 55 
7 56 40 
31 83 66 
249 212 192 
251 224 214 
230 171 145 
38 76 58 
43 89 70 
43 94 74 
43 105 83 
52 128 104 
61 139 115 
42 129 101 
52 139 111 
52 145 116 
73 169 139 
64 156 127 
60 156 126 
55 145 116 
45 124 97 
50 118 95 
38 101 81 
38 100 82 
53 107 90 
37 86 70 
38 85 69 
29 76 60 
32 81 65 
31 83 66 
21 66 50 
26 73 57 
27 76 60 
19 66 50 
26 75 59 
30 82 65 
245 212 192 
250 224 212 
229 169 145 
38 76 58 
42 88 69 
42 93 73 
40 104 82 
53 129 105 
55 133 109 
45 132 104 
58 145 117 
60 153 124 
72 168 138 
66 158 129 
51 144 115 
48 135 107 
33 110 83 
53 121 98 
41 102 82 
37 99 81 
45 99 82 
35 82 66 
35 80 64 
31 78 62 
29 81 64 
33 82 66 
15 60 44 
30 77 61 
24 73 57 
26 75 59 
29 81 64 
25 80 63 
245 212 192 
250 224 212 
229 169 145 
39 77 59 
41 87 68 
40 93 73 
50 115 93 
56 132 108 
51 129 105 
51 138 110 
57 144 116 
65 158 129 
62 155 126 
61 154 125 
57 153 123 
43 128 100 
34 107 81 
35 103 80 
42 101 81 
34 96 78 
40 92 75 
33 80 64 
37 82 66 
33 78 62 
35 87 70 
32 81 65 
24 69 53 
27 76 60 
24 73 57 
21 73 56 
30 82 65 
29 81 64 
245 212 192 
250 224 212 
218 174 150 
39 77 59 
40 86 67 
37 93 72 
46 111 89 
56 134 110 
32 110 86 
47 134 106 
54 144 115 
68 161 132 
54 147 118 
52 145 116 
48 141 112 
60 144 116 
35 108 82 
40 108 85 
34 89 70 
33 95 77 
22 69 53 
36 81 65 
34 79 63 
37 82 66 
29 81 64 
37 86 70 
25 68 53 
27 74 58 
23 70 54 
20 72 55 
25 77 60 
24 76 59 
245 212 192 
247 219 208 
218 174 150 
39 77 59 
40 86 67 
38 94 73 
44 112 89 
61 142 117 
24 102 78 
48 135 107 
47 139 110 
67 160 131 
63 156 127 
41 134 105 
54 147 118 
45 129 101 
33 104 78 
44 118 94 
32 87 68 
39 101 83 
25 74 58 
37 82 66 
36 83 67 
30 77 61 
31 83 66 
35 87 70 
27 72 56 
30 77 61 
27 74 58 
24 73 57 
24 73 57 
27 82 65 
245 212 192 
247 219 208 
216 175 150 
39 77 59 
40 86 67 
40 96 75 
51 116 94 
47 130 105 
29 108 81 
51 138 110 
48 140 111 
61 154 125 
40 133 104 
38 130 101 
54 146 117 
42 123 96 
33 104 78 
33 103 80 
33 88 69 
41 103 87 
20 63 50 
35 84 68 
32 79 63 
36 83 67 
24 76 59 
31 83 66 
18 65 49 
41 90 74 
21 66 50 
22 71 55 
21 70 54 
29 84 67 
245 212 192 
247 219 208 
216 175 150 
39 77 59 
35 81 62 
42 98 77 
53 121 98 
52 135 110 
26 105 78 
65 155 125 
47 139 110 
58 154 124 
57 150 121 
32 124 95 
45 137 108 
41 122 95 
42 110 85 
49 117 94 
40 95 76 
44 106 90 
24 67 54 
24 76 59 
51 98 82 
30 77 61 
27 82 65 
32 84 67 
28 75 59 
32 79 63 
27 72 56 
27 76 60 
21 73 56 
23 77 60 
243 211 192 
244 215 200 
216 175 150 
39 77 59 
35 81 62 
44 100 79 
51 119 96 
58 141 116 
25 104 77 
66 156 126 
50 142 113 
62 156 125 
52 145 116 
41 133 104 
50 142 113 
50 129 102 
27 93 68 
44 109 87 
18 74 55 
41 103 87 
27 71 58 
36 88 71 
27 74 58 
29 76 60 
28 82 65 
37 86 70 
25 74 58 
30 79 63 
12 57 41 
27 76 60 
29 81 64 
24 78 61 
243 211 192 
244 215 200 
216 175 150 
39 77 59 
37 83 64 
43 100 79 
55 123 100 
61 144 119 
29 108 81 
68 158 128 
48 140 111 
60 154 123 
45 138 107 
47 139 110 
44 136 107 
45 124 97 
20 86 61 
38 102 80 
31 87 68 
40 102 86 
11 55 42 
28 82 65 
33 80 64 
30 77 61 
26 78 61 
29 78 62 
27 76 60 
30 79 63 
22 69 53 
19 71 54 
24 76 59 
26 80 63 
243 211 192 
244 215 200 
215 175 150 
39 77 59 
37 83 64 
43 100 79 
53 121 98 
60 143 118 
47 128 101 
67 157 127 
56 148 119 
56 150 119 
49 142 111 
46 138 109 
46 138 109 
49 128 101 
14 79 57 
37 96 75 
25 81 62 
26 88 72 
