# number of LED, resolution of motor encoder 
32, 380 
249 186 165 
249 225 213 
233 200 185 
237 170 147 
69 73 54 
40 82 64 
47 93 74 
49 111 89 
51 125 101 
47 121 97 
47 123 99 
53 131 107 
48 132 107 
55 150 123 
41 136 109 
57 159 131 
53 150 123 
69 169 141 
48 155 128 
36 138 110 
42 141 109 
57 160 129 
43 136 107 
45 131 101 
66 157 131 
46 129 104 
46 120 96 
26 91 69 
50 113 93 
40 91 77 
42 89 73 
22 65 50 
249 186 165 
249 225 213 
233 200 185 
235 171 147 
120 106 87 
40 82 64 
45 90 71 
51 110 89 
54 126 103 
39 111 88 
55 129 105 
58 136 112 
42 125 100 
32 125 98 
56 153 126 
50 150 122 
60 160 132 
53 150 123 
61 166 139 
54 166 136 
40 137 105 
60 164 133 
54 152 122 
52 142 112 
37 126 100 
42 133 107 
42 123 98 
43 107 85 
39 101 79 
34 98 79 
27 76 60 
40 87 71 
251 188 167 
248 226 214 
235 202 187 
234 170 146 
111 101 83 
35 81 62 
41 87 68 
47 106 85 
55 127 104 
43 115 92 
53 127 103 
59 137 113 
63 141 117 
50 139 113 
58 155 128 
39 139 111 
60 162 134 
61 158 131 
41 143 115 
54 169 136 
49 150 118 
51 150 118 
62 166 135 
61 157 127 
38 125 99 
42 133 107 
47 134 108 
42 112 89 
37 102 80 
35 98 78 
33 88 71 
42 89 73 
241 174 151 
241 217 205 
244 217 203 
230 170 146 
197 168 147 
36 81 62 
42 88 69 
41 97 76 
53 123 100 
49 121 98 
46 120 96 
56 132 108 
53 129 105 
46 130 105 
51 146 119 
46 146 118 
57 154 127 
60 160 132 
50 152 124 
61 174 141 
56 163 131 
49 142 111 
64 167 139 
51 154 123 
45 138 111 
52 141 115 
44 137 108 
34 115 90 
26 94 71 
28 87 66 
36 92 73 
41 96 79 
241 174 151 
241 217 205 
244 217 203 
230 170 146 
218 176 153 
44 86 68 
43 89 70 
40 96 75 
48 118 95 
51 119 96 
46 120 96 
57 133 109 
45 121 97 
59 142 117 
43 136 109 
46 143 116 
62 157 130 
58 160 132 
55 155 127 
49 151 123 
62 173 141 
55 147 118 
44 141 114 
58 161 133 
47 142 115 
30 123 94 
58 151 122 
52 136 111 
37 109 86 
35 103 80 
40 101 81 
47 112 91 
241 174 151 
241 217 205 
244 220 208 
229 172 150 
218 176 153 
52 87 67 
39 85 66 
47 100 80 
54 119 97 
56 126 103 
45 119 95 
49 123 99 
48 124 100 
60 141 116 
58 149 123 
60 155 128 
56 153 126 
42 139 112 
69 169 141 
51 154 126 
62 173 141 
53 148 121 
57 148 122 
47 147 119 
51 151 123 
62 158 128 
56 149 120 
44 135 109 
48 129 104 
52 126 102 
20 79 58 
33 95 73 
241 174 151 
241 217 205 
244 220 208 
229 172 150 
220 166 143 
52 87 67 
39 85 66 
45 96 76 
53 117 95 
60 130 107 
46 118 95 
51 125 101 
54 130 106 
58 138 115 
46 135 109 
57 150 123 
64 161 134 
55 152 125 
52 152 124 
52 154 126 
53 155 127 
65 168 140 
54 147 120 
32 123 97 
39 136 109 
54 152 122 
55 148 119 
58 147 121 
50 141 115 
37 113 89 
35 107 84 
24 89 67 
241 174 151 
228 201 187 
244 221 206 
227 175 152 
224 167 142 
59 79 60 
40 84 67 
45 91 72 
46 110 88 
52 124 101 
46 120 96 
48 124 100 
56 132 108 
40 115 93 
73 157 132 
55 144 118 
57 152 125 
72 169 142 
54 151 124 
62 164 136 
51 153 125 
49 152 124 
60 157 130 
44 141 114 
41 134 107 
41 139 109 
55 153 123 
44 135 109 
50 139 113 
51 135 110 
41 117 93 
39 111 88 
241 174 151 
228 201 187 
240 221 208 
225 179 155 
224 167 142 
78 83 62 
39 83 66 
51 97 78 
45 107 85 
49 121 98 
46 118 95 
41 117 93 
37 113 89 
57 129 106 
58 136 113 
45 129 104 
61 154 127 
57 157 129 
51 153 125 
47 149 121 
65 167 139 
52 154 126 
55 158 130 
53 156 128 
60 157 130 
50 143 114 
58 158 130 
49 151 123 
50 143 116 
63 150 124 
45 126 101 
33 109 85 
241 174 151 
232 205 191 
240 221 208 
225 177 153 
228 171 146 
115 104 82 
41 83 66 
38 83 66 
51 108 87 
52 126 102 
53 125 102 
41 117 93 
33 109 85 
54 126 103 
47 120 98 
64 147 122 
46 133 107 
54 151 124 
68 171 143 
56 158 130 
53 156 128 
59 162 134 
52 154 126 
60 162 134 
58 162 131 
60 158 128 
42 134 105 
47 147 119 
41 144 116 
52 145 118 
51 135 110 
40 121 96 
232 164 141 
226 193 178 
244 224 213 
223 179 156 
223 167 142 
192 165 144 
40 82 65 
40 85 68 
44 101 80 
53 127 103 
51 123 100 
48 120 97 
47 123 99 
57 133 109 
47 119 96 
61 142 117 
49 133 108 
52 145 118 
59 161 133 
74 177 149 
55 161 132 
62 165 137 
64 166 138 
56 158 130 
37 140 109 
57 164 132 
44 140 110 
57 149 120 
64 159 132 
44 147 119 
44 135 109 
43 127 102 
232 164 141 
226 193 178 
244 225 212 
223 179 156 
223 167 142 
209 165 142 
45 81 64 
41 83 66 
36 93 72 
50 122 99 
49 123 99 
43 117 93 
36 112 88 
49 127 103 
49 123 99 
53 129 105 
47 131 106 
67 154 128 
67 167 139 
62 165 137 
63 166 138 
55 158 130 
38 140 112 
49 151 123 
65 168 140 
51 155 124 
58 165 133 
58 154 124 
61 152 126 
44 141 114 
58 161 133 
54 145 119 
232 164 141 
226 193 178 
250 228 216 
222 181 159 
237 183 160 
228 173 152 
55 82 62 
45 87 70 
39 92 72 
49 114 92 
47 123 99 
55 129 105 
50 126 102 
52 129 102 
45 126 101 
48 122 98 
66 150 125 
68 151 126 
47 140 113 
59 161 133 
58 164 135 
55 163 134 
48 150 122 
55 157 129 
54 156 128 
52 158 129 
51 151 121 
64 171 138 
66 161 134 
45 138 111 
32 129 102 
42 144 116 
232 164 141 
226 193 178 
250 228 216 
219 174 153 
239 189 167 
228 173 152 
74 86 64 
54 96 79 
38 87 67 
50 112 90 
48 124 100 
52 128 104 
51 129 105 
38 111 85 
56 135 108 
60 132 109 
49 125 101 
54 140 116 
58 147 121 
58 155 128 
57 163 134 
66 172 143 
57 163 134 
54 156 128 
66 166 138 
61 161 131 
58 163 130 
37 142 109 
59 169 135 
50 150 120 
39 132 105 
65 165 137 
232 164 141 
230 189 174 
250 228 216 
224 181 162 
243 196 175 
227 168 148 
120 113 93 
41 82 61 
43 87 70 
44 101 80 
50 124 100 
50 126 102 
46 124 100 
44 117 91 
56 134 110 
58 132 108 
57 130 108 
58 138 115 
50 134 110 
48 141 114 
48 145 119 
62 164 136 
55 158 130 
53 159 130 
58 160 132 
58 158 128 
56 156 126 
54 158 125 
49 154 121 
70 177 145 
52 155 124 
57 154 127 
232 164 141 
230 189 174 
255 230 216 
237 192 178 
243 196 175 
230 173 152 
189 166 144 
47 80 59 
44 89 70 
40 93 73 
51 119 96 
54 128 104 
54 135 110 
51 125 99 
41 119 95 
55 133 109 
54 129 107 
51 124 102 
49 133 109 
53 135 112 
54 146 121 
51 145 120 
53 153 125 
63 166 138 
61 167 138 
59 166 134 
47 150 119 
56 159 128 
48 155 122 
54 159 126 
47 151 120 
52 156 125 
232 164 141 
230 189 174 
255 230 216 
237 192 178 
230 185 164 
224 177 156 
214 175 153 
67 86 65 
43 89 70 
41 90 70 
43 107 85 
54 126 103 
52 131 104 
54 131 104 
42 120 96 
49 130 105 
64 142 119 
32 105 83 
56 136 113 
43 125 102 
54 142 119 
63 156 129 
55 148 121 
59 156 129 
57 159 131 
53 161 132 
62 169 137 
55 158 127 
47 150 119 
53 160 127 
50 151 119 
53 153 123 
233 163 139 
240 192 174 
243 206 192 
239 188 168 
232 189 170 
243 206 186 
224 174 154 
75 80 59 
44 95 75 
39 90 70 
40 105 80 
49 123 99 
54 132 108 
42 126 98 
50 128 104 
50 128 104 
59 139 116 
55 133 109 
53 126 104 
65 143 120 
45 130 108 
46 137 111 
52 145 118 
54 145 119 
60 155 128 
60 163 135 
72 180 151 
70 176 147 
57 164 132 
45 152 120 
59 166 134 
48 149 117 
233 163 139 
240 192 174 
243 206 192 
239 188 168 
236 189 168 
252 223 208 
226 173 152 
138 123 104 
47 90 69 
45 94 74 
35 93 69 
49 119 96 
60 136 112 
46 129 104 
49 127 103 
62 140 116 
41 119 95 
52 135 110 
56 129 107 
66 139 117 
40 122 100 
53 140 114 
63 156 129 
50 141 115 
54 145 119 
45 142 115 
57 159 131 
61 169 140 
65 175 146 
43 150 118 
48 152 121 
62 166 135 
233 163 139 
240 192 174 
228 182 165 
238 185 165 
236 189 168 
254 230 218 
228 175 154 
208 177 156 
57 85 65 
43 92 70 
50 103 83 
45 107 85 
51 127 103 
56 137 112 
50 128 104 
49 127 103 
58 139 114 
41 124 99 
61 141 118 
54 127 105 
66 143 122 
56 140 115 
63 154 128 
63 154 128 
49 140 114 
65 160 133 
60 157 130 
54 157 129 
60 168 139 
57 165 136 
76 188 158 
57 166 134 
233 163 139 
243 186 165 
228 182 165 
238 183 162 
224 174 152 
255 238 226 
236 185 165 
225 176 154 
68 79 59 
51 93 70 
51 100 80 
43 102 81 
58 126 103 
57 138 113 
50 131 106 
52 130 106 
43 124 99 
51 134 109 
48 131 106 
57 132 110 
57 134 113 
48 129 104 
71 158 132 
51 142 116 
60 152 127 
47 138 113 
60 157 130 
46 148 120 
49 152 124 
52 160 131 
56 164 135 
54 166 136 
233 163 139 
243 186 165 
217 164 144 
238 183 162 
229 172 150 
255 230 216 
247 197 179 
227 175 152 
204 172 153 
51 84 63 
45 88 67 
49 102 82 
34 102 79 
59 131 109 
57 141 116 
49 130 105 
41 124 99 
42 126 101 
46 130 105 
53 137 112 
55 138 113 
56 134 110 
60 144 119 
43 134 108 
56 150 125 
69 161 136 
56 149 122 
63 165 137 
53 155 127 
56 166 137 
59 171 141 
58 164 135 
233 163 139 
243 186 165 
217 164 144 
233 176 155 
227 169 147 
255 230 216 
253 209 192 
231 179 156 
225 180 159 
93 100 79 
51 88 68 
54 100 81 
45 109 87 
47 116 95 
65 140 118 
55 139 114 
52 136 111 
39 123 98 
60 147 121 
51 138 112 
62 149 123 
54 138 113 
42 125 100 
62 149 123 
58 150 125 
56 150 125 
61 154 127 
57 152 125 
47 147 119 
60 166 137 
61 169 140 
65 173 144 
233 163 139 
243 186 165 
217 164 144 
233 173 149 
227 169 147 
237 206 191 
251 211 193 
245 189 170 
230 174 155 
161 147 128 
53 84 63 
46 92 70 
46 100 77 
53 120 99 
53 129 105 
58 141 116 
55 139 114 
53 140 114 
46 135 109 
53 145 116 
52 144 115 
61 148 122 
52 136 111 
58 142 117 
58 149 124 
62 156 131 
54 149 122 
62 155 128 
38 135 108 
67 169 141 
53 156 128 
64 172 143 
234 162 138 
236 174 150 
223 164 144 
230 169 143 
230 166 142 
224 183 168 
235 195 177 
250 192 173 
232 170 152 
224 178 161 
107 108 88 
48 92 69 
55 102 80 
47 106 85 
45 117 94 
48 126 102 
57 144 118 
52 141 115 
53 142 116 
51 143 114 
51 144 115 
53 143 114 
63 152 126 
47 136 110 
55 141 117 
62 153 128 
65 162 135 
61 156 129 
67 162 135 
55 150 123 
59 156 129 
63 165 137 
234 162 138 
236 174 150 
223 164 144 
229 166 138 
235 168 143 
227 173 156 
225 175 155 
240 181 161 
233 171 153 
231 176 161 
218 179 165 
66 87 65 
51 94 73 
46 104 80 
45 109 87 
49 121 98 
48 129 104 
56 143 117 
53 145 116 
49 141 112 
61 154 125 
54 147 118 
51 146 119 
66 159 132 
50 142 117 
60 152 127 
54 146 121 
56 149 122 
57 152 125 
70 165 138 
69 164 137 
73 170 143 
234 162 138 
236 174 150 
233 168 147 
229 166 138 
235 165 141 
235 172 151 
229 171 149 
233 173 151 
230 172 153 
228 172 155 
225 173 161 
190 178 160 
68 87 70 
50 98 74 
44 106 82 
45 113 90 
54 123 102 
50 128 104 
57 140 115 
63 155 126 
49 142 113 
55 153 123 
50 148 118 
53 153 123 
50 149 123 
54 153 127 
60 159 133 
60 162 134 
59 156 129 
62 162 134 
62 159 132 
53 150 123 
234 162 138 
233 167 142 
233 168 147 
233 168 140 
235 165 141 
237 167 143 
230 166 141 
232 169 148 
236 179 158 
232 180 163 
244 199 185 
215 187 170 
152 139 125 
65 84 63 
44 105 79 
43 105 83 
37 102 80 
52 121 100 
49 121 99 
59 140 113 
66 151 123 
59 152 123 
57 155 125 
57 157 127 
62 165 138 
59 162 135 
58 163 136 
57 165 136 
55 163 134 
65 171 142 
65 168 140 
62 165 137 
234 162 138 
233 167 142 
236 168 145 
234 168 139 
236 165 138 
240 166 140 
236 167 140 
236 168 145 
236 179 158 
236 190 172 
242 212 195 
237 214 199 
216 182 169 
175 160 144 
66 93 73 
55 96 75 
48 105 84 
47 106 85 
46 109 89 
43 111 86 
44 118 92 
51 132 105 
50 142 113 
51 149 119 
66 170 139 
63 171 142 
63 170 143 
60 168 139 
63 171 142 
67 177 148 
63 173 144 
62 174 144 
234 162 138 
233 167 142 
236 168 145 
234 168 139 
238 164 138 
237 167 138 
237 170 139 
236 169 144 
233 171 147 
244 196 178 
236 210 193 
234 215 202 
233 205 194 
221 180 165 
187 179 162 
77 98 76 
55 94 72 
54 99 80 
50 99 79 
51 109 85 
47 112 87 
51 125 99 
57 130 104 
57 141 113 
57 146 120 
55 148 121 
58 151 124 
60 155 128 
64 164 136 
56 163 131 
60 168 139 
60 168 139 
232 161 134 
232 162 138 
234 166 143 
232 166 137 
239 165 139 
237 167 137 
236 172 138 
236 169 144 
234 168 143 
245 194 174 
244 213 198 
246 233 225 
248 233 224 
237 213 201 
218 186 173 
199 183 160 
184 173 151 
93 106 82 
71 102 81 
55 102 80 
59 111 88 
64 126 102 
51 124 98 
56 133 106 
59 135 111 
56 137 112 
58 145 119 
60 151 125 
54 149 122 
48 140 115 
50 149 123 
58 155 128 
232 161 134 
232 162 138 
234 166 143 
232 166 137 
238 164 138 
237 167 138 
233 172 138 
236 169 142 
237 167 143 
237 176 156 
255 221 206 
249 241 234 
252 243 240 
247 241 236 
249 230 223 
234 193 178 
223 186 166 
209 182 161 
212 188 166 
165 168 142 
94 116 88 
76 115 93 
74 112 90 
74 128 105 
60 125 100 
51 128 100 
64 148 120 
50 137 109 
51 141 112 
56 147 121 
54 150 120 
50 148 118 
232 161 134 
232 162 138 
234 164 140 
233 166 135 
238 164 138 
239 166 138 
230 171 139 
236 169 142 
240 169 142 
236 169 148 
255 217 198 
243 244 235 
248 243 244 
250 242 243 
246 240 235 
248 228 217 
238 220 203 
234 196 178 
225 180 159 
235 188 166 
222 186 162 
227 186 163 
220 189 168 
210 191 170 
211 193 170 
190 183 158 
198 191 166 
149 165 142 
102 141 116 
135 160 134 
104 145 118 
113 154 126 
232 161 134 
234 163 136 
234 164 140 
235 165 135 
237 163 137 
239 164 138 
231 170 138 
236 169 142 
238 170 141 
241 169 145 
246 204 185 
248 250 238 
245 243 242 
247 242 241 
250 239 235 
253 241 239 
251 244 235 
253 234 226 
240 209 194 
235 186 164 
232 186 162 
234 187 159 
234 187 159 
237 190 163 
235 190 163 
229 192 164 
233 194 166 
230 194 170 
234 192 169 
234 194 169 
240 193 171 
228 194 170 
232 161 134 
234 163 136 
234 163 136 
235 165 135 
237 163 137 
238 162 139 
233 169 139 
234 169 141 
234 170 140 
240 169 142 
224 169 148 
255 242 229 
255 239 231 
255 242 234 
224 197 183 
254 234 229 
255 249 239 
255 236 225 
245 214 199 
242 199 178 
244 190 167 
243 185 163 
242 185 160 
239 188 162 
233 190 163 
239 191 167 
244 190 167 
242 192 164 
240 193 166 
243 196 168 
241 195 171 
237 193 169 
232 161 134 
234 163 136 
234 163 136 
237 164 136 
237 164 136 
238 164 138 
236 167 140 
235 168 141 
232 170 140 
236 168 139 
236 169 146 
224 181 164 
227 182 168 
228 184 171 
232 176 157 
231 175 158 
223 186 166 
226 184 161 
238 191 169 
230 181 159 
234 188 157 
240 186 161 
238 184 159 
240 186 161 
239 189 161 
242 192 164 
243 189 164 
238 189 163 
240 193 166 
240 193 166 
240 193 166 
241 192 166 
232 161 134 
234 163 136 
234 163 136 
237 164 136 
237 164 136 
237 163 137 
238 164 138 
236 167 140 
233 166 139 
234 167 140 
233 169 145 
230 168 144 
242 172 148 
241 168 146 
235 175 151 
234 174 150 
234 177 152 
235 178 152 
235 178 152 
237 180 155 
237 182 155 
239 184 157 
236 183 156 
236 186 158 
240 187 160 
239 189 161 
237 189 161 
237 189 161 
240 192 164 
238 191 163 
239 189 166 
239 189 166 
232 161 134 
231 160 133 
236 162 136 
237 164 136 
237 164 136 
237 163 137 
237 163 137 
235 166 139 
235 166 139 
236 167 140 
235 169 144 
232 168 143 
236 169 144 
237 170 143 
232 177 146 
234 175 149 
234 177 151 
237 179 150 
236 178 149 
238 179 153 
237 180 154 
237 180 154 
237 182 155 
240 185 158 
241 186 159 
241 186 159 
241 188 161 
237 189 161 
237 189 161 
239 189 161 
240 189 163 
242 188 163 
232 161 134 
231 160 133 
236 162 136 
236 163 135 
236 163 135 
237 163 137 
237 163 137 
235 166 139 
235 166 139 
237 166 139 
236 167 140 
235 168 141 
236 171 143 
234 173 141 
235 176 144 
237 175 145 
236 176 146 
239 176 148 
239 176 148 
239 179 150 
235 178 152 
235 178 152 
238 181 155 
241 182 156 
239 182 156 
242 183 157 
242 185 159 
238 188 160 
240 187 160 
241 189 159 
241 188 161 
241 188 161 
232 161 134 
231 160 133 
236 163 135 
236 163 135 
236 163 135 
236 162 136 
237 163 137 
235 166 139 
236 165 138 
237 166 139 
238 168 139 
237 169 140 
236 172 142 
236 172 141 
237 171 142 
241 174 143 
241 176 145 
238 175 147 
238 176 146 
240 178 148 
238 178 149 
238 178 149 
238 180 151 
237 181 152 
239 181 152 
240 184 155 
240 186 156 
238 185 158 
239 186 159 
239 187 157 
238 188 158 
240 188 158 
232 161 134 
229 158 131 
236 163 135 
236 163 135 
236 163 135 
236 162 136 
238 164 138 
235 165 136 
238 164 138 
239 165 139 
238 168 139 
235 170 139 
235 171 140 
236 170 141 
241 170 143 
242 172 142 
239 174 143 
236 174 144 
237 175 145 
235 175 145 
237 177 148 
237 177 148 
236 178 149 
237 179 150 
238 180 151 
240 183 152 
240 183 152 
238 184 154 
236 184 154 
239 185 155 
237 185 155 
238 186 156 
232 161 134 
229 158 131 
236 163 135 
236 163 135 
236 163 135 
236 162 136 
237 163 137 
234 164 135 
237 164 136 
239 166 138 
235 168 137 
233 169 138 
234 170 139 
236 170 141 
239 171 142 
236 172 142 
232 172 142 
236 172 142 
236 173 145 
237 174 146 
238 175 147 
236 176 147 
237 177 148 
238 178 149 
235 177 148 
238 180 151 
240 180 151 
239 181 152 
238 182 153 
240 182 153 
239 184 153 
239 184 153 
232 161 134 
229 158 131 
236 163 135 
236 163 135 
236 163 135 
236 162 136 
237 163 137 
235 165 136 
237 164 136 
237 164 136 
232 167 136 
234 168 139 
234 170 139 
233 169 138 
233 172 138 
236 172 141 
236 172 141 
237 171 142 
237 170 143 
239 172 145 
239 174 146 
236 173 145 
238 175 147 
237 174 146 
238 176 146 
238 178 149 
241 178 150 
239 179 150 
238 180 151 
238 180 151 
240 183 152 
240 183 152 
232 161 134 
231 160 133 
236 164 134 
236 163 135 
236 163 135 
236 162 136 
236 162 136 
235 165 136 
237 164 136 
237 164 136 
236 166 137 
235 167 138 
233 167 138 
233 169 138 
234 170 139 
235 170 139 
236 171 140 
235 169 140 
235 169 140 
240 172 143 
238 172 143 
238 172 143 
238 174 144 
239 175 145 
237 175 145 
238 176 146 
238 176 146 
238 178 149 
236 179 148 
236 179 148 
237 180 149 
239 182 151 
232 161 134 
231 160 133 
236 164 134 
236 163 135 
236 163 135 
235 161 135 
236 162 136 
236 163 135 
236 163 135 
237 164 136 
238 165 137 
236 166 137 
232 168 137 
234 169 138 
235 170 139 
236 169 138 
238 168 138 
235 167 138 
236 168 139 
239 168 141 
239 171 142 
239 171 142 
237 173 143 
237 173 143 
237 173 143 
240 174 145 
239 175 145 
234 177 146 
238 178 148 
238 178 148 
238 178 148 
240 181 149 
232 161 134 
231 160 133 
235 163 133 
236 163 135 
235 162 134 
234 160 134 
235 161 135 
236 163 135 
236 163 135 
236 163 135 
235 165 135 
234 167 136 
232 167 136 
234 167 136 
237 167 137 
238 168 138 
240 168 138 
236 166 137 
236 166 137 
239 169 140 
240 170 140 
238 171 140 
238 171 140 
236 172 141 
237 173 143 
237 173 143 
237 173 143 
237 176 144 
240 179 147 
240 178 148 
240 178 148 
240 182 147 
232 161 134 
236 163 135 
235 163 133 
236 163 135 
235 162 134 
234 160 134 
235 161 135 
236 163 135 
236 163 135 
236 164 134 
237 165 135 
233 166 135 
233 166 135 
235 165 135 
238 166 136 
239 167 137 
238 166 136 
236 166 137 
237 167 138 
238 168 138 
239 169 139 
239 169 139 
238 171 140 
236 172 141 
236 172 142 
237 173 143 
237 173 143 
239 175 144 
240 176 145 
240 176 146 
241 177 147 
243 180 146 
232 161 134 
236 163 135 
235 163 133 
236 163 135 
235 162 134 
234 160 134 
235 161 135 
237 164 134 
235 163 133 
236 164 134 
236 164 134 
234 164 134 
234 164 134 
237 165 135 
239 166 134 
237 165 135 
235 165 135 
237 167 138 
238 165 137 
238 168 138 
239 169 139 
239 169 139 
237 170 139 
236 172 141 
237 173 143 
236 172 142 
236 172 142 
235 174 140 
236 175 143 
239 175 145 
239 175 145 
241 178 144 
232 161 134 
236 163 135 
235 163 133 
236 163 135 
234 161 133 
234 160 134 
235 161 135 
237 164 134 
235 163 133 
235 163 133 
235 163 133 
236 164 134 
236 164 134 
236 165 132 
238 165 133 
234 164 134 
237 166 133 
237 165 135 
237 165 135 
237 167 137 
239 167 137 
239 169 139 
239 169 139 
235 171 140 
238 174 144 
236 172 141 
239 175 144 
235 174 142 
240 176 146 
240 176 146 
240 176 146 
239 176 142 
232 161 134 
236 163 135 
236 164 134 
235 162 134 
235 162 134 
235 161 135 
236 163 135 
236 164 134 
234 162 132 
235 162 132 
235 162 132 
235 163 133 
235 164 131 
235 164 131 
236 165 132 
235 164 131 
236 165 132 
236 164 134 
237 164 134 
238 166 136 
238 167 134 
239 169 139 
239 169 139 
235 171 137 
246 182 152 
235 175 146 
243 185 156 
243 180 152 
241 181 152 
240 176 146 
240 176 146 
240 176 142 
232 161 134 
236 163 135 
236 164 134 
235 162 134 
235 162 134 
235 161 135 
236 163 133 
236 164 134 
234 162 132 
235 162 132 
235 162 132 
236 163 131 
235 164 131 
235 164 131 
237 165 131 
236 164 130 
236 165 132 
237 164 132 
237 165 131 
238 167 134 
238 167 134 
236 167 134 
236 167 134 
236 169 136 
233 177 148 
239 188 162 
234 186 162 
236 176 152 
233 178 151 
235 178 147 
236 175 143 
235 177 142 
232 161 134 
236 163 135 
236 164 134 
234 161 133 
235 162 134 
235 161 135 
236 163 133 
235 163 133 
234 162 132 
234 161 131 
236 161 129 
236 163 131 
234 163 130 
236 164 130 
236 164 130 
236 164 130 
236 165 131 
236 164 130 
236 164 130 
237 166 133 
237 166 132 
238 167 134 
239 168 134 
235 168 137 
249 194 167 
246 199 177 
251 212 190 
244 200 176 
236 186 164 
234 178 149 
237 182 155 
235 180 149 
232 161 134 
236 163 135 
234 162 132 
234 161 133 
235 162 134 
234 161 133 
237 161 132 
235 163 133 
234 162 132 
234 161 131 
236 161 129 
235 162 130 
235 163 129 
238 164 130 
235 163 129 
236 164 130 
236 164 130 
236 164 130 
236 164 130 
237 165 131 
236 164 130 
237 165 131 
239 168 134 
238 169 136 
245 190 163 
235 188 161 
246 201 180 
240 198 179 
240 212 195 
235 206 191 
241 201 182 
246 192 167 
232 161 134 
235 162 134 
234 162 132 
234 161 133 
234 161 133 
234 162 132 
237 161 132 
234 162 132 
233 161 131 
234 161 131 
236 161 129 
235 163 129 
237 163 129 
237 163 129 
234 162 128 
235 163 129 
236 164 130 
236 164 130 
236 164 130 
236 164 130 
238 164 128 
238 164 130 
238 166 132 
239 168 135 
230 172 143 
243 189 164 
233 183 161 
246 223 208 
243 232 224 
252 235 226 
240 220 203 
233 185 161 
232 161 134 
235 162 134 
233 161 131 
234 161 133 
234 161 133 
233 161 131 
237 161 132 
233 161 131 
234 162 132 
236 160 131 
235 162 132 
236 162 128 
236 162 128 
237 163 129 
234 162 128 
234 162 128 
236 164 130 
236 164 130 
236 164 130 
237 163 127 
239 163 127 
240 164 128 
237 166 129 
238 166 132 
236 180 151 
242 186 161 
241 208 193 
247 231 224 
243 232 224 
244 235 231 
244 238 227 
248 214 191 
232 161 134 
235 162 134 
233 161 131 
234 161 133 
234 161 133 
233 161 131 
237 161 132 
233 161 131 
235 163 133 
236 160 131 
234 161 129 
236 162 128 
236 162 128 
235 161 127 
232 160 126 
235 163 129 
235 163 129 
235 163 129 
235 164 127 
239 163 127 
238 162 126 
237 163 127 
237 166 129 
240 172 137 
242 182 153 
237 183 160 
241 218 210 
246 235 227 
244 235 231 
245 241 236 
245 239 232 
244 224 206 
233 160 132 
235 162 134 
234 161 131 
235 161 133 
234 161 131 
233 161 131 
238 161 129 
232 160 130 
235 163 133 
234 161 131 
233 160 128 
235 161 127 
237 163 129 
237 160 127 
233 161 127 
237 163 129 
234 162 128 
237 163 127 
236 162 126 
239 161 125 
238 163 125 
236 162 126 
234 163 126 
242 170 136 
241 179 149 
239 194 167 
236 214 202 
244 235 226 
248 240 233 
244 238 231 
242 234 227 
248 239 230 
233 160 132 
235 162 134 
234 161 131 
235 161 133 
234 161 131 
233 160 130 
238 161 129 
232 160 130 
232 160 130 
231 159 129 
234 159 127 
235 161 127 
235 158 125 
236 159 126 
233 161 127 
238 161 128 
236 162 128 
236 160 124 
239 161 125 
241 160 125 
237 162 124 
237 162 124 
234 160 124 
242 165 132 
234 161 133 
249 199 171 
239 211 194 
240 229 221 
244 235 226 
247 233 221 
247 229 222 
244 235 222 
233 160 132 
235 162 134 
233 160 130 
234 159 133 
234 161 131 
235 159 130 
237 160 128 
233 161 131 
230 162 133 
230 163 132 
236 159 127 
234 160 126 
234 157 124 
236 160 124 
235 161 127 
238 159 126 
235 159 123 
237 161 125 
240 159 124 
239 158 123 
236 161 123 
236 161 123 
235 159 123 
238 161 128 
237 161 132 
231 165 136 
245 203 180 
248 229 221 
238 221 208 
243 219 201 
240 205 185 
248 207 185 
233 160 132 
235 162 132 
233 160 130 
233 158 132 
231 158 128 
235 160 128 
238 161 129 
233 161 131 
234 174 145 
238 168 139 
236 159 127 
235 158 125 
235 158 125 
236 160 124 
236 160 124 
237 159 123 
233 157 121 
238 160 124 
239 158 123 
239 158 123 
235 160 122 
235 160 122 
237 159 123 
238 160 124 
241 162 129 
232 165 134 
242 200 177 
236 199 177 
250 213 191 
232 182 154 
239 171 142 
235 162 132 
233 160 132 
235 162 132 
233 160 130 
233 158 132 
231 158 128 
235 160 128 
238 161 129 
233 161 131 
243 186 160 
238 165 137 
236 159 127 
235 158 125 
237 159 123 
235 159 123 
235 159 123 
237 159 123 
237 159 123 
238 157 122 
238 157 122 
238 157 122 
233 158 120 
235 160 122 
237 159 123 
239 158 123 
242 161 126 
242 168 134 
233 168 140 
225 165 136 
240 169 142 
238 164 130 
236 158 122 
236 156 119 
233 160 132 
235 162 132 
234 160 132 
233 159 131 
231 158 128 
237 160 128 
236 159 127 
234 162 132 
250 198 168 
232 158 130 
237 158 125 
235 158 125 
236 158 122 
234 158 122 
236 158 122 
237 159 123 
238 158 121 
238 157 122 
237 156 121 
238 157 122 
237 159 122 
237 159 122 
238 157 122 
237 156 121 
240 158 123 
235 157 121 
234 159 121 
236 159 127 
243 161 126 
235 154 119 
234 154 117 
236 155 117 
233 160 132 
235 162 132 
234 160 132 
233 159 131 
231 158 128 
234 159 127 
233 158 126 
233 161 131 
227 170 139 
233 157 128 
235 159 123 
236 158 122 
